"title","date","brief","detail_href"
"【威胁通告】Fastjson <=1.2.62远程代码执行漏洞","2020/2/21","综述在jackson-databind 中最新发现的反序列化 gadget 也同样影响了fastjson，经绿盟科技研究人员验证复现，该漏洞影响最新的fastjson 1 2 62 版本，利用该漏洞可导致受害机器上的远程代码执行。开启了autoType功能的用户会受此漏洞影响（autoType功能默认关闭）。fastjson是阿里巴巴的开源JSON解析库，它可以解析JSON格式的字符串，支持将Java Bean序列化为JSON字符串，也可以从JSON字符串反序列化到JavaBean，由于具有","/html/2020/39_0221/866.html"
"【防护方案】Apache Tomcat文件包含漏洞(CVE-2020-1938)","2020/2/20","一、综述2月20日，国家信息安全漏洞共享平台（CNVD）发布了一则关于Apache Tomcat存在文件包含漏洞的安全公告。公告中表示，存在于Apache Tomcat中的文件包含漏洞（CNVD-2020-10487，对应CVE-2020-1938）可使攻击者在未授权的情况下远程读取特定目录下的任意文件。漏洞源于Tomcat AJP协议实现中的缺陷，使得相关参数可控。通过向AJP协议端口（默认8009）发送精心构造的数据，可读取服务器webapp目录下的任意文件，比如配置文","/html/2020/39_0220/867.html"
"【威胁通告】Apache Tomcat 文件包含漏洞（CVE-2020-1938）","2020/2/20","一 漏洞概述2月20日，国家信息安全漏洞共享平台（CNVD）发布了Apache Tomcat文件包含漏洞（CNVD-2020-10487 CVE-2020-1938）。该漏洞是由于Tomcat AJP协议存在缺陷而导致，攻击者利用该漏洞可通过构造特定参数，读取服务器webapp下的任意文件。若目标服务器同时存在文件上传功能，攻击者可进一步实现远程代码执行。目前，厂商已发布新版本完成漏洞修复。Tomcat是Apache软件基金会中的一个重要项目，性能稳定且免费，是目前","/html/2020/39_0220/864.html"
"【威胁通告】jackson-databind JNDI注入导致的远程代码执行漏洞(CVE-2020-8840)","2020/2/19","综述近日，jackson-databind新版本中修复了一个由JNDI注入导致的远程代码执行漏洞CVE-2020-8840。受影响版本的 jackson-databind 中由于缺少某些xbean-reflect JNDI黑名单类，如org apache xbean propertyeditor JndiConverter，可导致攻击者使用JNDI注入的方式实现远程代码执行。参考链接：https: nvd nist gov vuln detail CVE-2020-8840受影响产品版本2 0 0 <= FasterXML jackson-databind Version <= 2 9 10 2不受","/html/2020/39_0219/865.html"
"绿盟科技威胁情报周报-2020年第7周（2020.2.10-2020.2.16）","2020/2/16","一、 威胁通告 微软更新多个产品高危漏洞【发布时间】2020-02-13 10:40:00 GMT【概述】北京时间2月12日，微软发布2月安全更新补丁，修复了100个安全问题，涉及InternetExplorer、MicrosoftEdge、MicrosoftExchangeServer、MicrosoftOffice等广泛使用的产品，其中包括提权和远程代码执行等高危漏洞。【链接】http: blog nsfocus net microsoft-releases-multiple-announcement-for-critical-threats  DjangoSQL注入漏","/html/2020/39_0216/863.html"
"【威胁通告】微软SQL Server Reporting Services远程代码执行漏洞(CVE-2020-0618)","2020/2/14","综述在上周发布的微软月度更新中，包含一个存在于SQL Server Reporting Services（SSRS）中的远程代码执行漏洞CVE-2020-0618。目前已存在针对该漏洞的 PoC，请相关用户尽快安装补丁进行防护。SQL Server Reporting Services (SSRS)是微软基于服务器的报表生成软件，它是Microsoft SQL Server服务套件的一部分，通过Web界面进行管理，可用于准备和交付各种交互式报告。SSRS应用中的功能允许经过身份验证的攻击者向受影","/html/2020/39_0214/862.html"
"【威胁通告】Apache Dubbo反序列化漏洞(CVE-2019-17564) 威胁通告","2020/2/13","综述近日，Chekmarx团队的研究人员发现并公布了Apache Dubbo中存在的一个反序列化漏洞（CVE-2019-17564）。Apache Dubbo 是一款高性能Java RPC框架。当在Dubbo应用中启用了HTTP协议进行通信时存在该漏洞，攻击者可能提交一个包含Java对象的POST请求来完全破坏Apache Dubbo的提供者实例。Dubbo HTTP实例会去反序列化JavaObjectStream中的数据，如果数据中包含一组恶意类，由于没有做任何安全过滤和检查,那么反序列化将会导","/html/2020/39_0213/861.html"
"微软更新多个产品高危漏洞威胁通告","2020/2/13","漏洞概述北京时间2月12日，微软发布2月安全更新补丁，修复了100个安全问题，涉及InternetExplorer、MicrosoftEdge、MicrosoftExchangeServer、MicrosoftOffice等广泛使用的产品，其中包括提权和远程代码执行等高危漏洞。此次安全更新修复的漏洞中，Windowsinstaller本地提权漏洞（CVE-2020-0683）的PoC已公开，且官方评级为高危，并且，微软于1月17日发布的IE代码执行0day漏洞（CVE-2020-0674）也在此次安全更新中得到了修复，","/html/2020/39_0213/860.html"
"Django SQL注入漏洞（CVE-2020-7471）威胁通告","2020/2/13","漏洞概述2月3日，Django 官方发布安全通告公布了一个通过StringAgg（分隔符）实现利用的潜在SQL注入漏洞（CVE-2020-7471）。攻击者可通过构造分隔符传递给聚合函数contrib postgres aggregates StringAgg，从而绕过转义并注入恶意SQL语句。Django是高水准的由Python编程语言驱动的一个开源Web应用程序框架，起源于开源社区。使用Django，程序员可以方便、快捷地创建高品质、易维护、数据库驱动的应用程序，应用广泛。2月11日，","/html/2020/39_0213/859.html"
"【威胁通告】Django SQL注入漏洞(CVE-2020-7471)","2020/2/13","综述近日，Django 官方发布安全通告公布了一个通过StringAgg（分隔符）的潜在SQL注入漏洞（CVE-2020-7471）。如果将不受信任的数据用作StringAgg分隔符，则部分版本的 Django将允许SQL注入。通过将精心设计的分隔符传递给contrib postgres aggregates StringAgg实例，可以打破转义并注入恶意SQL。目前已存在针对该漏洞的 PoC。受影响产品版本Django 1 11 x < 1 11 28Django 2 2 x < 2 2 10Django 3 0 x < 3 0 3Djan","/html/2020/39_0213/858.html"
"【威胁通告】《Adobe 2月安全更新安全威胁通告》","2020/2/11","综述当地时间2月11日，Adobe官方发布了2月安全更新，修复了Adobe多款产品的多个漏洞，包括Adobe Experience Manager、Adobe Digital Editions、Adobe Flash Playe、Adobe Acrobat and Reader以及Adobe Framemaker等。官方通告地址：https: helpx adobe com security html漏洞概述Adobe Experience ManagerAdobe已发布Adobe Experience Manager 安全更新，修复了1个安全漏洞。漏洞概括如下：漏洞类别漏洞影响严","/html/2020/39_0211/857.html"
"【威胁通告】《微软发布2月补丁修复100个安全问题》","2020/2/11","综述微软于周二发布了2月安全更新补丁，修复了100个从简单的欺骗攻击到远程执行代码的安全问题，产品涉及Adobe Flash Player、Internet Explorer、Microsoft Edge、Microsoft Exchange Server、Microsoft Graphics Component、Microsoft Malware Protection Engine、Microsoft Office、Microsoft Office SharePoint、Microsoft Scripting Engine、Microsoft Windows、Microsoft Windows Search Component、","/html/2020/39_0211/856.html"
"绿盟科技威胁情报周报-2020年第6周（2020.2.03-2020.2.09）","2020/2/9","一、 暗网情报分类发现时间暗网交易标题金融2020-02-03 22:36股民数据10800条19年某证券网点新开户数据金融2020-02-03 16:5559w某银行理财客户带手机号身份证地址等金融2020-02-03 23:2612万8某银行信用卡持卡人含申办时的所有信息金融2020-02-02 13:34某银行企业通讯录金融2020-02-05 00:32股民数据98w7某投资公司数据含姓名手机微信金融2020-02-05 01:198w8浙江某投顾公司19年股民数据金融2020-02-05 16:40某银行_千","/html/2020/39_0209/855.html"
"【威胁通告】Cisco（思科）发现协议漏洞（CDP）","2020/2/6","综述北京时间2月6日，思科（Cisco）官方修复了存在于CDP协议中的5个高危漏洞，该协议可允许思科设备在内网环境通过多播消息互相分享消息，主要影响IP电话和摄像头设备。此次公开的5个漏洞均属于内存溢出漏洞，实际利用难度大，在特定条件下可造成远程代码执行。思科在漏洞公告中指出： Cisco发现协议是第2层协议。要利用此漏洞，攻击者必须与受影响的设备位于同一广播域中（第2层相邻）。漏洞CVE：CVE-2020-3110CVE-2020-3111C","/html/2020/39_0206/852.html"
"绿盟科技威胁情报月报-2020年1月","2020/2/3","一、漏洞态势2020年01月绿盟科技安全漏洞库共收录132漏洞, 其中高危漏洞57个，微软高危漏洞26个。* 数据来源：绿盟科技威胁情报中心，本表数据截止到2020 01 30注：绿盟科技漏洞库包含应用程序漏洞、安全产品漏洞、操作系统漏洞、数据库漏洞、网络设备漏洞等；二、威胁事件Emotet木马利用新型冠状病毒主题邮件传播【标签】Emotet【时间】2020-01-31【简介】利用舆论热点传播计算机病毒的事件已屡见不鲜。最近发现Emotet木马的","/html/2020/39_0203/854.html"
"绿盟科技威胁情报周报-2020年第5周（2020.1.27-2020.2.02）","2020/2/2","一、 威胁通告FusionAuth远程代码执行漏洞【发布时间】2020-02-03 11:00:00 GMT【概述】北京时间1月28日，NVD发布了一个FusionAuth存在ApacheFreemarker模板远程命令执行（CVE-2020-7799）的漏洞；发现在FusionAuth中经过身份验证的用户可以编辑电子邮件模板(Home->Settings->EmailTemplates)或主题(Home->Settings->Themes)，从而通过处理自定义模板的Apache FreeMarker引擎中的freemarker template utility Execute在底层","/html/2020/39_0202/851.html"
"【威胁通告】安卓蓝牙组件高危漏洞（CVE-2020-0022）","2020/2/2","综述近日，谷歌发布2月安卓安全补丁，其中修复了一个高危的蓝牙组件漏洞（CVE-2020-0022）。该漏洞无需用户的交互操作，在设备打开蓝牙时即可被攻击，攻击者成功利用该漏洞即可在目标系统上执行任意代码。同时研究人员还指出该漏洞可能被攻击者用来制作可以自主传播的蠕虫型漏洞。受影响的版本Android version < 10不受影响的版本Android version 10缓解措施建议受影响的安卓用户尽快升级，进行防护。若暂时无法升级，则建","/html/2020/39_0202/853.html"
"【威胁通告】FusionAuth远程命令执行（CVE-2020-7799）漏洞","2020/1/29","一 漏洞概述北京时间1月28日，NVD发布了一个FusionAuth存在ApacheFreemarker模板远程命令执行（CVE-2020-7799）的漏洞；发现在FusionAuth中经过身份验证的用户可以编辑电子邮件模板(Home->Settings->EmailTemplates)或主题(Home->Settings->Themes)，从而通过处理自定义模板的Apache FreeMarker引擎中的freemarker template utility Execute在底层操作系统上执行任意命令。FusionAuth是现代的访问管理开源应用程序，可以与多","/html/2020/39_0129/850.html"
"【威胁通告】Apache FreeMarker模板FusionAuth远程代码执行漏洞 （CVE-2020-7799）","2020/1/29","综述近日，Apache FusionAuth发布新版本修复了一个远程代码执行漏洞。该组件利用了Apache FreeMarker模板引擎，通过验证的用户在使用Apache FusionAuth进行模板编辑时，可以利用freemarker template utility Execute在服务器上执行任意命令。受影响的版本Apache FusionAuth <= 1 10不受影响的版本Apache FusionAuth > 1 11解决方案该漏洞已经在FusionAuth 1 11版本中修复，受影响的用户请尽快更新升级进行防护。参考","/html/2020/39_0129/849.html"
"【威胁通告】Weblogic WLS组件IIOP协议远程代码执行漏洞（CVE-2020-2551） 防护方案","2020/1/19","综述在Oracle官方发布的2020年1月关键补丁更新公告CPU（Critical Patch Update）中，公布了一个Weblogic WLS组件IIOP协议中的远程代码执行漏洞CVE-2020-2551。该漏洞涉及WebLogic Server核心组件，且能在WebLogic Server默认配置、无需管理员身份认证及额外交互的情况下被触发，影响面较大。攻击者可通过 IIOP 协议远程访问 Weblogic Server 服务器上的远程接口，传入恶意数据，从而获取服务器权限并在未授权情况下远","/html/2020/39_0119/848.html"
"【威胁通告】WordPress插件身份验证绕过漏洞","2020/1/16","综述近日，WebARX的研究员公布了两个存在于WordPress插件中的高危身份验证绕过漏洞，利用这些漏洞，攻击者无需密码即可登录管理员帐户。两个插件分别是 InfiniteWP Client和WP Time Capsule。旨在帮助用户从一个中央服务器管理不限数量的WordPress网站，以及做备份管理。据WebARX 发布的报告中统计，InfiniteWP Client插件在300,000多个网站上有效，WP Time Capsule插件在20,000多个网站上有效。InfiniteWP Client 插","/html/2020/39_0116/847.html"
"【威胁通告】Oracle全系产品2020年1月关键补丁更新","2020/1/15","综述 当地时间2020年1月14日，Oracle官方发布了2020年1月关键补丁更新公告CPU（Critical Patch Update），安全通告以及第三方安全公告等公告内容，修复了334个不同程度的漏洞。各产品受影响情况以及可用补丁情况见附录表格。 完整信息请查看官方通告：https: www oracle com security-alerts cpujan2020 html漏洞总结产品漏洞个数未授权远程利用个数最高CVSS评分Oracle Database server1237 7Oracle Communications Ap","/html/2020/39_0115/846.html"
"【威胁通告】Adobe 1月安全更新","2020/1/15","综述当地时间1月14日，Adobe官方发布了1月安全更新，修复了Adobe 多款产品的多个漏洞，包括Adobe Experience Manager和Adobe Illustrator CC等。官方通告地址：https: helpx adobe com security html 漏洞概述：Adobe Illustrator CCAdobe已发布Adobe Illustrator CC  安全更新，修复了5个安全漏洞。漏洞概括如下：漏洞类别漏洞影响严重程度CVE编号内存损坏任意代码执行CriticalCVE-2020-3710CVE-2020-3711CVE-202","/html/2020/39_0115/844.html"
"【威胁通告】Windows CryptoAPI高危漏洞（CVE-2020-0601）","2020/1/15","综述当地时间1月14日，微软最新的月度补丁更新中，有一则更新修复了美国国家安全局（NSA）发现并报告给微软的 Windows CryptoAPI 欺骗漏洞（CVE-2020-0601），该漏洞影响 Windows 10，Windows Server 2016 和 Windows Server 2019。根据Microsoft发布的公告，这个又被称为 NSACrypt 的安全漏洞驻留在 Crypt32 dll 模块中，是 Windows CryptoAPI 验证椭圆曲线密码(ECC)证书的过程中存在的欺骗漏洞。攻击者可能","/html/2020/39_0115/843.html"
"【威胁通告】微软发布安全更新修复多个高危漏洞","2020/1/15","一 漏洞概述当地时间1月14日，微软发布了最新的月度补丁更新，修复了49个从信息泄露到远程代码执行的安全问题，产品涉及Microsoft Windows、Internet Explorer、Microsoft Office、Microsoft Office Services和Web应用、ASP NET Core、 NET Core、 NET Framework、OneDrive for Android、Microsoft Dynamics。其中有如下关键问题请相关用户着重进行关注：CVE-2020-0601：Windows CryptoAPI 欺骗漏洞CVE-2020-060","/html/2020/39_0115/842.html"
"【威胁通告】Weblogic远程代码执行漏洞（ CVE-2020-2546、CVE-2020-2551）","2020/1/15","一、概述北京时间2020年1月15日，Oracle发布2020年1月关键补丁更新（Critical Patch Update，简称CPU），此次更新修复了333个危害程度不同的安全漏洞。其中196个漏洞可被远程未经身份认证的攻击者利用。此次更新涉及Oracle Database Server、Oracle Weblogic Server、Oracle Java SE、Oracle MySQL等多个产品。Oracle强烈建议客户尽快应用关键补丁更新修复程序，对漏洞进行修复。此次发布的补丁，修复了Weblogic的两个","/html/2020/39_0115/841.html"
"【威胁通告】Weblogic WLS组件IIOP协议远程代码执行漏洞（CVE-2020-2551）","2020/1/15","综述在Oracle官方发布的2020年1月关键补丁更新公告CPU（Critical Patch Update）中，公布了一个Weblogic WLS组件IIOP协议中的远程代码执行漏洞（CVE-2020-2551）。该漏洞可以绕过 Oracle 官方在 2019 年 10 月份发布的最新安全补丁。攻击者可以通过 IIOP 协议远程访问 Weblogic Server 服务器上的远程接口，传入恶意数据，从而获取服务器 权限并在未授权情况下远程执行任意代码。官方给出的CVSS 评分为 9 8。I","/html/2020/39_0115/840.html"
"【威胁通告】微软发布1月补丁修复49个安全问题","2020/1/14","综述微软于周二发布了1月安全更新补丁，修复了49个从简单的欺骗攻击到远程执行代码的安全问题，产品涉及 NET Framework、Apps、ASP NET、Common Log File System Driver、Microsoft Dynamics、Microsoft Graphics Component、Microsoft Office、Microsoft Scripting Engine、Microsoft Windows、Microsoft Windows Search Component、Windows Hyper-V、Windows Media、Windows RDP、Windows Subsystem for","/html/2020/39_0114/845.html"
"【威胁通告】GitLab 私有项目信息泄露漏洞(CVE-2020-6832)","2020/1/13","综述当地时间1月13日，GitLab官方发布一则安全更新公告，称在GitLab EE的12 6 4、12 5 7和12 4 8版本中修复了一个关键漏洞（CVE-2020-6832）。在使用GitLab的项目导入功能时，利用该漏洞可从私有项目中获取到敏感信息。更多漏洞细节预计将在30天内公布在官方问题跟踪系统上。受影响产品版本GitLab EE 8 9 0 及之后版本。不受影响产品版本GitLab EE 12 6 4, 12 5 7, 12 4 8 版本。解决方案官方已发布修复了该漏洞的新版","/html/2020/39_0113/839.html"
"绿盟科技威胁情报周报-2020年第2周（2020.1.06-2020.1.12）","2020/1/12","一、 暗网情报分类发现时间暗网交易标题金融2020-01-04 19:30某财经网站注册用户70W条股民金融投资理财数据互联网2020-01-05 23:28某在线购物网购数据22W互联网2020-01-07 10:50某网贷平台现金贷数据10W金融2020-01-09 23:29证券股民数据13万_带资金量股票含微信互联网2020-01-11 22:20某电商平台母婴网购数据20W条二、 热点资讯1 绿盟科技2019新产品【概述】2019年已经画上句号，我们来一一盘点2019年绿盟科技推出了","/html/2020/39_0112/838.html"
"绿盟科技威胁情报周报-2020年第1周（2019.12.30-2020.1.5）","2020/1/5","一、 暗网情报分类发现时间暗网交易标题互联网2019-12-29 21:382018年8月某贷款网贷借款数据78663条互联网2019-12-29 21:15简历数据某招聘网站个人简历数据373G金融2019-12-29 21:23股民数据26万条上市公司证券股民数据金融2019-12-29 21:24股民数据2019年3月份到5月份各大证券股民数据22万条互联网2019-12-29 21:29网贷数据2019年5月 某借贷款审核用户数据3W条互联网2019-12-29 09:29某社交平台3100w+5000游戏行业通讯","/html/2020/39_0105/837.html"
"【安全威胁通告】开源压缩库Libarchive代码执行漏洞（CVE-2019-18408）","2019/11/6","综述近日，在Debian，Ubuntu，Gentoo等发行版的安全更新中披露了一个默认包含的库Libarchive中存在的代码执行漏洞（CVE-2019-18408）","/html/2019/39_1106/831.html"
"【安全威胁通告】Apache Solr远程命令执行漏洞 威胁预警通告","2019/10/31","综述今日，国外的安全研究员_S00pY在GitHub发布了关于Apache Solr利用Velocity模板来达成远程命令执行的POC。","/html/2019/39_1031/830.html"
"【安全威胁通告】php-fpm远程代码执行漏洞(CVE-2019-11043)","2019/10/25","综述 近日，国外安全研究员公布了一个存在于php-fpm中的漏洞（CVE-2019-11043），在某些特定Nginx配置中，该漏洞可能会导致远程代码执行。漏洞存在于文件sapi fpm fpm fpm_main c（https: github com php php-src blob master sapi fpm fpm fpm_main c L1140），其中假设env_path_info的前缀等于php脚本的路径，但是实际上代码不会检查此假设是否满足，缺少该检查会导致“path_info”变量中的指针无效。当在某些Nginx配置中","/html/2019/39_1025/829.html"
"【预警通告】Harbor访问控制绕过漏洞(CVE-2019-16919)","2019/10/21","综述近日，VMware 官方发布安全通告，修复了一个HarborAPI中存在的漏洞（CVE-2019-16919）。成功利用该漏洞可以使攻击者在未授权的情况下push pull modify其他项目镜像。VMware已经发布补丁进行了修复。 CVSS 3 0评分：9 1 AV:N AC:L PR:H UI:N S:C C:H I:H A:HVMware 官方安全通告：https: www vmware com security advisories VMSA-2019-0016 html 受影响产品及版本VMware Harbor Container Registry for PCF <","/html/2019/39_1021/828.html"
"【安全威胁通告】Harbor访问控制绕过漏洞(CVE-2019-16919) 安全威胁通告","2019/10/18","综述近日，VMware官方发布安全通告，修复了一个Harbor API中存在的漏洞（CVE-2019-16919）。成功利用该漏洞可以使攻击者在未授权的情况下push pull modify其他项目镜像。VMware已经发布补丁进行了修复。 CVSS3 0评分：9 1AV:N AC:L PR:H UI:N S:C C:H I:H A:HVMware官方安全通告https: www vmware com security advisories VMSA-2019-0016 html受影响产品及版本lVMware Harbor Container Registry for PCF < 1 8 4注","/html/2019/39_1018/827.html"
"【安全威胁通告】Cisco Aironet Access Points未授权访问漏洞 安全威胁通告","2019/10/17","综述当地时间10月17日，Cisco发布安全通告称修复了一个Aironet Access Points(APs)的未授权访问漏洞。该漏洞源于没有对特定的URL进行过滤，攻击者可以通过构造恶意的URL并且发送给受影响的AP来触发该漏洞，从而获取到设备的访问权限。攻击者之后可以修改AP的多项配置数据，并造成拒绝服务攻击。CVSS 3 0 Base评分 ：9 8AV:N AC:L PR:N UI:N S:U C:H I:H A:H E:X RL:X RC:X参考链接：https: tools cisco com security cen","/html/2019/39_1017/826.html"
"【安全威胁通告】Oracle全系产品2019年10月关键补丁更新 安全威胁通告","2019/10/17","综述当地时间2019年10月15日，Oracle官方发布了2019年10月关键补丁更新公告CPU（Critical Patch Update），安全通告以及第三方安全公告等公告内容，修复了240个不同程度的漏洞。各产品受影响情况以及可用补丁情况见附录表格。完整信息请查看官方通告：https: www oracle com technetwork security-advisory cpujul2019-5072835 html漏洞总结产品漏洞个数未授权远程利用个数最高CVSS评分Oracle Database server1026 8Oracl","/html/2019/39_1017/825.html"
"【安全威胁通告】Weblogic高危漏洞 安全威胁通告","2019/10/17","综述近日，Oracle发布了10月份关键补丁更新，其中修复了Weblogic的2个高危漏洞CVE-2019-2890CVE-2019-2891。参考链接：https: www oracle com technetwork security-advisory cpuoct2019-5072832 html漏洞概述：lCVE-2019-2890该漏洞允许攻击者在拥有一定权限时通过构造恶意的T3协议请求，从而绕过Weblogic的反序列化黑名单并接管受影响的服务器。lCVE-2019-2891该漏洞允许攻击者在未授权情况下通过构造恶意的HTTP请求并发送","/html/2019/39_1017/824.html"
"【安全威胁通告】微软发布10月补丁修复61个安全问题","2019/10/9","综述微软于周二发布了10月安全更新补丁，修复了61个从简单的欺骗攻击到远程执行代码的安全问题，产品涉及Azure、Internet Explorer、Microsoft Browsers、Microsoft Devices、Microsoft Dynamics、Microsoft Edge、Microsoft Graphics Component、Microsoft JET Database Engine、Microsoft Office、Microsoft Office SharePoint、Microsoft scripting Engine、Microsoft Windows、Open Source Software、Sec","/html/2019/39_1009/832.html"
"【安全威胁通告】Joomla! 内容管理系统远程代码执行漏洞","2019/10/8","综述近日，国外安全研究人员AlessandroGroppo在博客中公布了一个存在于内容管理系统Joomla!早期版本中的远程代码执行漏洞。该漏洞是研究人员在 Joomla!CMS 3 0 0 版本到3 4 6版本（2012年9月至2015年12月发布）中发现的一处PHP对象注入导致的远程代码执行，漏洞验证程序已发布。存在该漏洞的Joomla!版本虽然不是很多，但是由于利用完全独立于环境，所以使其影响范围有所扩大。参考链接：[1] https: www zdnet com article","/html/2019/39_1008/823.html"
"【安全威胁通告】vBulletin远程代码执行漏洞（CVE-2019-16759）","2019/9/27","综述vBulletin是一款强大，灵活并可完全根据自己的需要定制的论坛程序套件。尽管是商业产品，但从市场份额和实际使用量上看，vBulletin还是当今最受欢迎的Web论坛软件包。当地时间24号，据外媒报道，有匿名安全研究员在公开邮件列表中发布了vBulletin的一个0day漏洞详情。该漏洞允许攻击者在不拥有目标论坛账户的情况下，在运行vBulletin的服务器上执行Shell命令，是一个无需身份验证的远程代码执行漏洞。漏洞公开发布之初，尚","/html/2019/39_0927/822.html"
"【安全威胁通告】Harbor远程特权提升漏洞(CVE-2019-16097)","2019/9/26","综述Harbor是VMware的一个开源项目，一个用于存储和分发Docker镜像的企业级Registry服务器，添加了一些企业必需的功能特性，例如安全、标识和管理等。上周，来自国外安全团队Unit42的研究人员发布了一个存在于Harbor中的严重特权提升漏洞（CVE-2019-16097）。漏洞公布时，Harbor团队已发布了修复该漏洞的最新版本（1 7 6和1 8 3）。该漏洞存在于Harbor的core api user go中，允许远程非管理员用户通过在POST api users API","/html/2019/39_0926/821.html"
"【安全威胁通告】微软发布浏览器累积安全更新修复 IE 远程代码执行漏洞(CVE-2019-1367)","2019/9/24","综述 当地时间9月23日，微软官方发布了“互联网浏览器累积安全更新”，修复了Internet Explorer中的一个远程代码执行漏洞（CVE-2019-1367）。漏洞存在于IE脚本引擎处理内存中对象的方式中。该漏洞可以破坏内存，使攻击者可以在当前用户的上下文中执行任意代码。微软表示:“如果当前用户使用管理用户权限登录，成功利用该漏洞的攻击者就可以控制受影响的系统。”这样攻击者就可以安装程序，查看、更改或删除数据，或创建具有","/html/2019/39_0924/820.html"
"【安全威胁通告】 Phpstudy后门事件","2019/9/24","综述 近日，在杭州市公安局举办的打击涉网违法犯罪暨“净网2019”专项行动新闻通报会中，曝光了存在于phpstudy软件中多年的后门，目前涉事嫌疑人已被抓获，phpstudy也已发布修复的最新版本。phpStudy是国内一款免费PHP调试环境的程序集成包，能用来进行PHP环境的调试和开发，作为一款公益性软件，在国内有着众多用户。据网警调查，该软件早在2016年就被黑客锁定，利用非法手段入侵官网，通过修改软件底层代码添加后门。20","/html/2019/39_0924/819.html"
"【威胁通告】泛微协同OA管理平台(e-cology)远程代码执行漏洞 安全威胁通告","2019/9/20","综述 近日，泛微协同OA管理平台(e-cology)被披露在系统自带的BeanShell组件中存在未授权访问的漏洞，攻击者调用BeanShell组件接口可直接在目标服务器上执行任意命令。 在安装厂商发布的安全补丁前，可暂时关闭BeanShell接口，使用绿盟WAF的用户可通过设置自定义规则来进行安全防护，具体操作详见解决方案。参考链接：https: help aliyun com noticelist articleid 1060057523 html?spm=5176 2020520154 sas 20 36a91e","/html/2019/39_0920/818.html"
"【威胁通告】Microsoft Excel 远程代码执行漏洞 (CVE-2019-1297) 安全威胁通告","2019/9/12","发布时间：2019年9月12日综述在微软刚发布的9月安全更新中，包含Excel的一个远程代码执行漏洞（CVE-2019-1297）。当Excel无法正确处理内存中的对象时存在此漏洞。成功利用该漏洞的攻击者可以在当前用户的上下文中执行任意代码。如果当前用户使用管理员权限登录，则攻击者可以完全控制受影响的系统，能够安装程序，查看、更改或删除数据，或创建具有完整用户权限的新帐户。要成功利用该漏洞需要用户通过受影响版本的Microsoft","/html/2019/39_0912/817.html"
"【威胁通告】Exim 远程代码执行漏洞（CVE-2019-15846） 安全威胁通告","2019/9/10","发布时间：2019年9月10日 综述 近日，Linux的邮件传输代理Exim被曝出存在一个远程代码执行漏洞（CVE-2019-15846）。当受影响版本的Exim服务器接受TLS连接时，可能会受此漏洞影响，导致被远程未经身份验证的攻击者以root权限执行任意代码。虽然默认的Exim配置文件没有启用TLS，但是，大多数企业都需要启用TLS来处理网络流量。 据官方提供的安全报告称，该漏洞可通过在初始TLS握手期间发送一个以“”结尾的SNI 来触发。 E","/html/2019/39_0910/816.html"
"【威胁通告】微软远程桌面服务远程代码执行漏洞（CVE-2019-0708) 再次威胁预警通告","2019/9/9","综述 微软在5月月度更新中曾修复一个存在于远程桌面服务中的高危远程代码执行漏洞（CVE-2019-0708），该漏洞可以被蠕虫类攻击利用。鉴于此漏洞的威胁程度较高，微软当时针对已经停止维护的Windows版本也发布了安全补丁。 绿盟科技已于5月15号发布安全威胁通告，5月 31号发布针对此漏洞的检测和防护方法，详见参考连接[2]或见下文“漏洞排查”及“漏洞防护”。 在对该漏洞的持续关注中发现，当地时间9月6日， metasp","/html/2019/39_0909/815.html"
"【威胁通告】ProFTPd任意文件拷贝漏洞（CVE-2019-12815）","2019/7/23","综述近日，ProFTPd官方修复了一个任意文件拷贝漏洞（CVE-2019-12815）。该漏洞源于mod_copy模块中的自定义SITE CPFR和SITE CPTO操作，通过发起这2个命令给ProFTPd，攻击者可以在没有权限的情况下拷贝FTP服务器上的任何文件。官方Bugtracker：http: bugs proftpd org show_bug cgi?id=4372关于ProFTPdProFTPd是一个开源和跨平台的FTP服务器，支持大多数类UNIX系统和Windows，在全球有百万用户，是最受欢迎的FTP服务器之一。","/html/2019/39_0723/814.html"
"【威胁通告】Jackson-databind远程代码执行漏洞 (CVE-2019-12384)","2019/7/23","综述近日，有安全人员分析Jackson-databind的一个漏洞（CVE-2019-12384）后发现，在满足特定条件时，攻击者可以通过发送恶意的请求包绕过黑名单限制，从而在反序列化时在受影响的服务器上远程执行代码。参考链接：https: blog doyensec com 2019 07 22 jackson-gadgets html绿盟科技预警级别：【蓝色】级别定义请参考后文绿盟科技安全预警定级说明部分受影响的版本Jackson-databind 2 x","/html/2019/39_0723/813.html"
"【威胁通告】Drupal访问绕过漏洞（CVE-2019-6342）","2019/7/18","综述 官方通告链接： 绿盟科技预警级别：【蓝色】 受影响的版本 不受影响的版本 解决方案 对于无法立即更新的情况，也可采用缓解措施，即禁用受影响站点上的工作区模块。 https: www drupal org project drupal releases 8 7 5 级别 级别说明 红色 影响范围极大，危害极高，利用难度低橙色 影响范围较广，危害严重，利用难度较低黄色 影响范围可控，危害程度可控，利用难度较高蓝色 影响较小，危害程度","/html/2019/39_0718/812.html"
