ssv_id,time,level,name,status,evaluate
SSV-97866,2019-03-18,高危,"A Saga of Code Executions on Zimbra","CVE-2016-9924, CVE-2018-20160, CVE-2019-9670,CVE-2019-9621,	CVE-2019-6980   Have PoC   No VM   Have Detail   No Chart","6065 | 1"
SSV-97880,2019-03-29,高危,"MAGENTO 2.2.0 <= 2.3.0 UNAUTHENTICATED SQLI","无 CVE   Have PoC   No VM   Have Detail   No Chart","2664 | 0"
SSV-97887,2019-03-30,高危,"Remote code execution as root from the local network on TP-Link SR20 routers","无 CVE   Have PoC   No VM   Have Detail   No Chart","2477 | 0"
SSV-97898,2019-04-04,高危,"Atlassian Confluence Widget Connector macro 远程代码执行 - CVE-2019-3396","无 CVE   Have PoC   No VM   Have Detail   No Chart","3444 | 0"
SSV-97900,2019-04-10,高危,"CVE-2019-0211 Apache Root Privilege Escalation","CVE-2019-0211   Have PoC   No VM   Have Detail   No Chart","16456 | 0"
SSV-97901,2019-04-10,高危,"CVE-2019-0227: Expired Domain to Remote Code Execution in Apache Axis","CVE-2019-0227   Have PoC   No VM   Have Detail   No Chart","2934 | 0"
SSV-97905,2019-04-12,高危,"Apache Tomcat Remote Code Execution on Windows(CVE-2019-0232 )","CVE-2019-0232    Have PoC   No VM   Have Detail   No Chart","9050 | 11"
SSV-97910,2019-04-17,高危,"WebLogic文件上传漏洞 (CVE-2019-2618)","无 CVE   Have PoC   No VM   Have Detail   No Chart","6962 | 0"
SSV-97911,2019-04-17,中危,"WebLogic任意文件读取漏洞 (CVE-2019-2615)","无 CVE   Have PoC   No VM   Have Detail   No Chart","5657 | 0"
SSV-97912,2019-04-17,中危,"Spring Cloud Config Server 目录遍历(CVE-2019-3799)","无 CVE   Have PoC   No VM   Have Detail   No Chart","3647 | 0"
SSV-97954,2019-05-15,高危,"Remote Desktop Services Remote Code Execution Vulnerability(CVE-2019-0708)","CVE-2019-0708   Have PoC   No VM   Have Detail   No Chart","7745 | 12"
SSV-97958,2019-05-22,高危,"Cisco Prime Infrastructure Health Monitor HA TarArchive Directory Traversal Remote Code Execution Vulnerability(CVE-2019-1821)","无 CVE   Have PoC   No VM   Have Detail   No Chart","1495 | 0"
SSV-97966,2019-05-24,高危,"Windows 10 privilege elevation vulnerability","无 CVE   Have PoC   No VM   Have Detail   No Chart","3177 | 1"
SSV-97967,2019-05-27,中危,"WD My Cloud RCE","CVE-2019-9949,CVE-2019-9950, CVE-2019-9951   Have PoC   No VM   Have Detail   No Chart","2574 | 0"
SSV-98002,2019-06-10,高危,"IBM Websphere Application Server - Network Deployment Untrusted Data Deserialization Remote Code Execution(CVE-2019-4279)","CVE-2019-4279   Have PoC   No VM   Have Detail   No Chart","5076 | 0"
SSV-98012,2019-06-26,高危,"致远 OA A8未授权代码执行漏洞","无 CVE   Have PoC   No VM   Have Detail   No Chart","7079 | 1"
SSV-98021,2019-07-11,高危,"Atlassian JIRA模板注入漏洞(CVE-2019-11581)","CVE-2019-11581   Have PoC   No VM   Have Detail   No Chart","4920 | 0"
SSV-98022,2019-07-15,高危,"Siemens TIA Portal (STEP7) Remote Code Execution","无 CVE   Have PoC   No VM   Have Detail   No Chart","2991 | 0"
SSV-98034,2019-08-01,中危,"Opencart 3.0.3.2 - 'extension/feed/google_base' Denial of Service","无 CVE   Have PoC   No VM   Have Detail   No Chart","1661 | 0"
SSV-98035,2019-08-01,中危,"Virgin Media Hub 3.0 Router - Denial of Service","无 CVE   Have PoC   No VM   No Detail   No Chart","1525 | 0"
SSV-98037,2019-08-01,中危,"XenForo 2 - CSS Loader Denial of Service","无 CVE   Have PoC   No VM   No Detail   No Chart","1579 | 0"
SSV-98039,2019-08-01,中危,"Easy Chat Server 3.1 - 'message' Denial of Service","无 CVE   Have PoC   No VM   No Detail   No Chart","1538 | 0"
SSV-98040,2019-08-01,中危,"Core FTP 2.0 build 653 - 'PBSZ' Denial of Service","无 CVE   Have PoC   No VM   No Detail   No Chart","1660 | 0"
SSV-98041,2019-08-01,中危,"Microsoft Office SharePoint Server 2016 - Denial of Service ","CVE-2018-8269   Have PoC   No VM   No Detail   No Chart","2175 | 0"
SSV-98042,2019-08-01,中危," Mongoose Web Server 6.9 - Denial of Service","无 CVE   Have PoC   No VM   No Detail   No Chart","2392 | 0"
SSV-98056,2019-08-15,中危,"the Fortigate SSL VPN多个漏洞","无 CVE   Have PoC   No VM   Have Detail   No Chart","2433 | 0"
SSV-98077,2019-09-25,高危,"vBulletin 5.x 0day pre-auth RCE exploit","无 CVE   Have PoC   No VM   No Detail   No Chart","5700 | 1"
SSV-98083,2019-10-10,中危,"泛微e-cology OA系统存在SQL注入漏洞","无 CVE   Have PoC   No VM   Have Detail   No Chart","3767 | 0"
SSV-98117,2020-01-08,高危,"WebLogic 未授权远程代码执行漏洞(CVE-2019-2725)","CVE-2019-2725   Have PoC   No VM   No Detail   No Chart","3333 | 0"
SSV-98120,2020-01-09,中危,"Citrix ADC&NetScaler目录遍历漏洞","CVE-2019-19781   Have PoC   No VM   No Detail   No Chart","1870 | 0"
SSV-98121,2020-01-11,高危,"Citrix ADC&NetScaler远程命令执行漏洞(CVE-2019-19781)","无 CVE   Have PoC   No VM   Have Detail   No Chart","3645 | 0"
SSV-98130,2020-02-11,中危,Jira信息泄露（CVE-2019-8449）漏洞,"CVE-2019-8449   Have PoC   No VM   Have Detail   No Chart","2792 | 0"
SSV-98134,2020-02-20,高危,"Apache Tomcat Ajp协议文件包含漏洞","无 CVE   Have PoC   No VM   No Detail   No Chart","2725 | 0"
SSV-98153,2020-03-09,高危,"Multiple vulnerabilities in technology #Intellian (CVE-2019-17269, CVE-2020-7980,CVE-2020-7999, CVE-2020-8000, CVE-2020-8001)","CVE-2019-17269, CVE-2020-7980,CVE-2020-7999, CVE-2020-8000, CVE-2020-8001   Have PoC   No VM   Have Detail   No Chart","1433 | 0"
SSV-98186,2020-03-18,高危,"通达OA 文件上传+文件包含导致RCE漏洞","无 CVE   Have PoC   No VM   Have Detail   No Chart","3226 | 0"
SSV-98218,2020-04-22,高危,通达OA前台任意用户伪造登录漏洞,"无 CVE   Have PoC   No VM   No Detail   No Chart","4257 | 0"
SSV-98223,2020-05-02,高危,ThinkCMF缓存Getshell漏洞,"无 CVE   Have PoC   No VM   Have Detail   No Chart","2459 | 0"
SSV-98224,2020-05-02,中危,"Nexus Repository Manager Groovy注入漏洞（CVE-2020-11753）","CVE-2020-11753   Have PoC   No VM   No Detail   No Chart","2022 | 0"
SSV-98240,2020-06-04,高危,万户网络技术有限公司ezEIP前台存在文件上传漏洞,"无 CVE   Have PoC   No VM   Have Detail   No Chart","2620 | 0"
SSV-98247,2020-06-16,中危,"Wordpress IMPress for IDX Broker 低权限xss漏洞","无 CVE   Have PoC   No VM   Have Detail   No Chart","2096 | 0"
SSV-98258,2020-06-23,高危,"Apache Dubbo反序列化漏洞(CVE-2020-1948)","CVE-2020-1948   Have PoC   No VM   No Detail   No Chart","2650 | 0"
SSV-98328,2020-08-05,高危,"Openfire 未授权SSRF漏洞（CVE-2019-18394）","CVE-2019-18394   Have PoC   No VM   Have Detail   No Chart","995 | 0"
