"category","category_content","title","abstract","row_key","source","edit_time","icon"
"B007_C0002","勒索软件","DEADMIN LOCKER勒索病毒预警：黑客携带全套工具内网横行","近日，深信服安全团队捕获到针对国内企业的新型勒索病毒攻击事件，攻击者通过爆破获得跳板机权限后，利用全套黑客工具包对内网主机进行渗透，人工投放勒索病毒进行加密，该勒索病毒加密邮箱与后缀为硬编码的字符串“.[DeAdmin@cock.li].DEADMIN”，并在勒索信息文件中自命名为DEADMIN LOCKER，该勒索暂无公开解密工具。","YTNiZTliMTQtZjE0ZC0xMWU5LThhYmEtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/10/18 10:18:57","http://secimg.sangfor.com.cn/Fn0p8xJ71_HYZODoRQDtqCZ_xYjt"
"B007_C0003","工具","值得收藏！最全勒索解密工具等你来拿","勒索病毒是近年来呈爆发趋势的一种计算机病毒，也一直是深信服安全团队的重点“关爱”对象。近期，深信服安全团队汇总了众多解密工具信息，有需要者可自取哦！（工具很多，建议收藏）","NWQzNDkyYWUtZjE0Yi0xMWU5LWJmYTctZmVmY2ZlMzMwNGM0","深信服安全中心","2019/10/18 10:02:40","http://secimg.sangfor.com.cn/FrvozU8MjGed5PnwCIil61j2zvyV"
"B007_C0004","漏洞预警","Oracle WebLogic CVE-2019-2891高危漏洞预警","近日，Oracle官方安全公告中披露了 CVE-2019-2891 WebLogic 高危漏洞。此漏洞存在于Weblogic Console组件中，未经授权的攻击者可以发送精心构造的恶意 HTTP 请求，获取服务器权限。","MjI1NzU1YzItZWZlZC0xMWU5LThjOGYtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/10/16 16:15:37","http://secimg.sangfor.com.cn/Fnf-qOwykMG5eEQiaxcbrNUbgL4l"
"B007_C0004","漏洞预警","Linux sudo本地提权漏洞(CVE-2019-14287)预警","2019年10月14日，sudo官方发布sudo 1.8.28版本，该版本修复了sudo的一个本地提权漏洞。","NDM1YmQwY2UtZWZiNC0xMWU5LWIwODItZmVmY2ZlMzMwNGM0","深信服安全中心","2019/10/16 09:28:31","http://secimg.sangfor.com.cn/FlPhM6lyx-sSWBdTbfpzqR0_Lbn7"
"B007_C0004","漏洞预警","Remote Desktop Protocol远程代码执行漏洞预警 (CVE-2019-1181/1182)","2019年8月13日，Microsoft发布了八月份安全补丁更新。在官方的安全更新公告中，再度出现了4个RDP的远程代码执行漏洞。截至目前为止，尚未发现该部分漏洞的在野利用。通过这4个漏洞，未经身份验证的攻击者可以发送特制请求到目标系统，从而实现远程代码执行。其中CVE-2019-1181以及CVE-2019-1182的影响力及危害性最大。","ZmVkYTA2ZjItYmYwZi0xMWU5LWIzODAtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/10/14 10:44:44","http://secimg.sangfor.com.cn/Fp2Cud5DvJMHOGIlten_Q98PIKXM"
"B007_C0004","漏洞预警","Zabbix未授权访问漏洞预警","2019年10月06日，exploit-db发布了Zabbix的一个未授权访问漏洞的验证代码。该漏洞影响所有版本小于或等于4.4的Zabbix。","NTA3Zjg5NDItZWNkNy0xMWU5LTg4YmQtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/10/12 18:01:52","http://secimg.sangfor.com.cn/Fh7flfcqswQqZK0zU1J3W8aCZhpL"
"B007_C0004","漏洞预警","Joomla 3.4.6远程代码执行漏洞预警","近日，Hacktive Security Blog公开了一个Joomla 3.4.6远程代码执行漏洞的利用方式。漏洞定级为 High，属于高危漏洞。该漏洞本质是Joomla对于session数据处理不当，未经授权的攻击者可以发送精心构造的恶意 HTTP 请求，获取服务器权限，实现远程命令执行。","ODg1NTgzNjgtZWNkNi0xMWU5LWEwMjAtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/10/12 17:56:16","http://secimg.sangfor.com.cn/FtVnmk61JMkcAWZTD11VRKd5NaIP"
"B007_C0004","漏洞预警","vBulletin 5.x 多个高危漏洞预警","近日，vBulletin 官方发布了一个全新安全补丁，该补丁修复了CVE编号为CVE-2019-17132的远程代码执行漏洞以及CVE编号为CVE-2019-17271的SQL注入漏洞，漏洞定级为高危。此次修复的漏洞影响vBulletin 5.5.4及以前的版本，远程攻击者能够通过精心构造的恶意参数，执行任意代码，控制目标服务器或窃取敏感用户信息。","MmNjMmNlZmMtZWNkNi0xMWU5LTg1NDctZmVmY2ZlMzMwNGM0","深信服安全中心","2019/10/12 17:53:42","http://secimg.sangfor.com.cn/FkxcOoGNI24S3SRAri_vwKNkW-sb"
"B007_C0004","漏洞预警","Samba共享目录逃逸漏洞预警","2019年09月03日，Samba官方发布了一个共享目录逃逸漏洞的漏洞预警信息，其漏洞编号为CVE-2019-10197。该漏洞影响从4.9.0开始的所有版本的Samba。","NWNjNzM4MDAtZWNkNS0xMWU5LWEwMjAtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/10/12 17:47:54","http://secimg.sangfor.com.cn/FgCptoPJf9h22uuJpkO8ghjtTJt2"
"B007_C0004","漏洞预警","Exim远程堆溢出漏洞预警","2019年09月27日，Exim官方发布了一个远程堆溢出的漏洞预警，其漏洞编号为CVE-2019-16928。该漏洞poc目前已被公布，官方将在未来两天内正式发布该漏洞的补丁。","ZTdhMjMxNzQtZWNkNC0xMWU5LWEwNWYtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/10/12 17:44:37","http://secimg.sangfor.com.cn/Fnm_VSxS5ZwdYNjjXDwN5PUfJ_x5"
"B007_C0004","漏洞预警","vBulletin 5.x 前台代码执行漏洞预警","在近日，网络上公布了一个vBulletin 5.x 前台代码执行漏洞的利用脚本，该漏洞的CVE编号为CVE-2019-16759，漏洞等级为高危。经过深信服安全研究员验证分析发现，该漏洞的本质为通过模板注入来执行任意代码，攻击者能够通过精心构造的恶意参数，执行任意代码，从而实现完全远程接管整个服务器的目的，该漏洞利用方式简单，危害性较大。","NDgzNDQ5ZWMtZWNkNC0xMWU5LTg1NDctZmVmY2ZlMzMwNGM0","深信服安全中心","2019/10/12 17:40:10","http://secimg.sangfor.com.cn/FrkxYOsXcBx_TKdzcsfXpYKFrCSd"
"B007_C0004","漏洞预警","Jenkins git client插件远程命令执行漏洞预警","2019年9月12日，Jenkins发布的官方安全公告中披露了一条Jenkins git client插件远程命令执行漏洞。CVE编号为CVE-2019-10392，漏洞定级为 High，属于高危漏洞。该漏洞本质是服务器对于git模块repo url字段并未进行过滤，攻击者可以发送精心构造的恶意参数，实现远程命令执行漏洞的利用。","ZGM3M2QzZTQtZWNkMy0xMWU5LTg1NDctZmVmY2ZlMzMwNGM0","深信服安全中心","2019/10/12 17:37:09","http://secimg.sangfor.com.cn/FnIaARl8O9LZ3Bs_IghR1MiM3XsD"
"B007_C0004","漏洞预警","Jenkins Script Security插件沙箱绕过漏洞预警","2019年9月12日，Jenkins发布的官方安全公告中披露了一条Jenkins Script Security插件沙箱绕过漏洞。CVE编号涉及CVE-2019-10393, CVE-2019-10394, CVE-2019-10399, CVE-2019-10400，漏洞定级为 High，属于高危漏洞。攻击者通过使用Error方法抛出异常的方式构造恶意脚本，绕过沙箱对危险函数的检测，实现远程命令执行。","M2VhZGMwYTItZWNkMy0xMWU5LTg1NDctZmVmY2ZlMzMwNGM0","深信服安全中心","2019/10/12 17:32:44","http://secimg.sangfor.com.cn/FgAJSqw8tWUPWIWRiMUl5kQwqQMt"
"B007_C0005","威胁分析","Phpstudy后门预警","2019年09月20日，杭州公安发布《杭州警方通报打击涉网违法犯罪暨‘净网2019’专项行动战果》。文中曝光了知名PHP调试环境集成程序包被不法分子篡改并植入后门。涉及该案件的犯罪嫌疑人已于2019年年初被公安机关抓获。该后门影响范围较广，其作者利用该后门非法控制计算机67万余台，非法获取账号密码类、聊天数据类、设备码类等数据10万余组。","ODBiNDdlODgtZWNkMi0xMWU5LTg1NDctZmVmY2ZlMzMwNGM0","深信服安全中心","2019/10/12 17:27:25","http://secimg.sangfor.com.cn/FmKK3U3l-1ZNCPmD1op_QywBEdDi"
"B007_C0005","威胁分析","勒索病毒变InfoStealer，Ryuk又双叒叕有新瓜可以吃了？","自问世以来，Ryuk不断的出现更新，各个安全厂商发现了多个版本。最近，Ryuk勒索病毒又被发现疑似变种。","OTkxNzAyZWMtZWIxMS0xMWU5LWJiMDYtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/10/10 11:55:04","http://secimg.sangfor.com.cn/FntdmmvzRTBCiin9lQbJMiLpKVi_"
"B007_C0003","工具","值得收藏！史上最全Windows安全工具锦集","“工欲善其事，必先利其器。”","ZjdlZjcxZDgtZTI4Yy0xMWU5LWJmMWMtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/10/10 11:29:03","http://secimg.sangfor.com.cn/FvJx8RvENg4xT-qGWN4DEG_H7gTj"
"B007_C0005","威胁分析","来自TransparentTribe APT组织的窃密","近期，深信服安全团队通过对海外第三方数据样本的监控，捕获到疑似TransparentTribe APT组织变种样本。该组织又被称为ProjectM、C-Major，通常通过鱼叉式钓鱼邮件对特定国家政府发起针对性的攻击，主要为窃取受害者主机的敏感信息。","NjlkZmY4YzYtZjcwNS0xMWU5LWFiM2UtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/10/8 16:57:53","http://secimg.sangfor.com.cn/FutWTfu2dOvC1uS8_QYcUwkctmN6"
"B007_C0006","趋势分析","2019年Q3网络安全态势洞察报告","网络安全态势洞察报告
—2019年第三季度","YmIzNjY5MjItMTYzYS0xMWVhLWFmNDAtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/10/8 10:06:49","http://secimg.sangfor.com.cn/Fk71SP18x02_A0reCywXYT7vj4bc"
"B007_C0004","漏洞预警","Remote Desktop Protocol远程代码执行漏洞预警 (CVE-2019-0787/0788/1290/1291)","2019年9月11日，Microsoft发布了九月份安全补丁更新。在官方的安全更新公告中，再度出现了4个RDP的远程桌面客户端的远程代码执行漏洞。截至目前为止，尚未发现该部分漏洞的在野利用。通过这4个漏洞，攻击者可以在连接客户端的计算机上执行任意代码。该4个RDP客户端漏洞的危害等级均被评为了危急。","YzFkN2ZjNjItZGMxYy0xMWU5LWI5NjctZmVmY2ZlMzMwNGM0","深信服安全中心","2019/9/21 11:06:08","http://secimg.sangfor.com.cn/FkpD_m77itvLclY2Vm1Hv8Bia89V"
"B007_C0004","漏洞预警","【EXP披露】Windows远程桌面服务代码执行漏洞（CVE-2019-0708）","2019年9月7日凌晨，深信服安全团队监测到关于CVE-2019-0708相关情报，该情报披露CVE-2019-0708漏洞利用代码，该EXP可以通过RDP协议进行远程代码执行攻击。官方描述此漏洞相关危害可参考2017年WannaCry事件，深信服千里目安全实验室强烈建议用户及时安装补丁以避免受到损失。","NzA5ODhlYjItZGMxYi0xMWU5LTg0ZjAtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/9/21 10:56:42","http://secimg.sangfor.com.cn/FtGwkQWq3jSOGI1OtyvlqIt-WXM9"
"B007_C0005","威胁分析","后起之秀：Gorgon APT黑客组织觊觎虚拟货币钱包","近日，深信服安全团队发现了Gorgon APT组织最新变种样本，此样本释放了一个盗取受害者虚拟币钱包的木马。","NmVkZWI5MTgtZGI3OS0xMWU5LTg5MjctZmVmY2ZlMzMwNGM0","深信服安全中心","2019/9/20 16:57:31","http://secimg.sangfor.com.cn/FiKSBw8Gx_Cm_4Ujapy7KeEjVk4y"
"B007_C0002","勒索软件","GlobeImposter2.0再出新变种，疑似利用PsExec内网传播","近日，深信服安全团队发现了GlobeImposter2.0勒索病毒新变种，该变种疑似利用微软官网工具PsExec进行内网传播并使用了新的勒索界面。截止目前，国内已在政府单位、建筑地产等行业发现多个感染案例。","ZmRhYTJlMGEtZGI3Yi0xMWU5LTg5MjctZmVmY2ZlMzMwNGM0","深信服安全中心","2019/9/20 15:55:35","http://secimg.sangfor.com.cn/FvcoUD4qf5o2YPZRGQBC4LZ3CaFS"
"B007_C0002","勒索软件","数千台Linux主机被勒索，该如何打好防御战？","近日，国外安全媒体先后报道了一款名为Lilocked的Linux勒索病毒，该勒索病毒目前为止已感染了6000+台Linux主机，加密后缀为.lilocked。俄国的安全研究员认为，Lilocked很有可能是通过Exim邮件转发软件的最新远程执行漏洞CVE-2019-15846进行传播的。","ZDg5NmYxZjgtZGI3NS0xMWU5LWE3NzktZmVmY2ZlMzMwNGM0","深信服安全中心","2019/9/20 15:11:20","http://secimg.sangfor.com.cn/Fraj1fFGMic1_8PArQGRxM7dUqT4"
"B007_C0005","威胁分析","窃取加密货币的新型木马：InnfiRAT","近日，国外安全研究人员曝光了一种名为InnfiRAT的新型木马，该木马使用.NET编写，具有窃取用户信息、抓取浏览器Cookie用于窃取密码、屏幕截取、下载执行其他恶意文件等行为。除此之外，该木马还会查找主机上的加密货币钱包信息，用于窃取加密货币（莱特币和比特币）。","MWU4YjZiYmMtZGI3Yi0xMWU5LThjZmEtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/9/20 11:11:32","http://secimg.sangfor.com.cn/FuEu6I6KzhjkXfl1gxVVs9NzJmrF"
"B007_C0007","挖矿木马","DDG挖矿僵尸网络病毒最新变种4004来袭","近日，深信服安全团队接到反馈，某虚拟平台大量机器CPU占用非常高，怀疑中了挖矿病毒。经过安全专家排查，发现还存在ssh爆破行为。进一步分析后，判断其为DDG挖矿病毒。","NDgwZjRmMGMtZGI3Ny0xMWU5LTg5MjctZmVmY2ZlMzMwNGM0","深信服安全中心","2019/9/20 10:19:38","http://secimg.sangfor.com.cn/FoXZohQABmSCK6BXm8b5MG1Bc0S8"
"B007_C0005","威胁分析","利用虚假简历进行攻击，疑似MuddyWater再次活跃","近日，深信服安全团队获取到一例MuddyWater组织的样本，与该组织过去常用的方法一样，该样本仍然是通过恶意WORD文档进行攻。","MGVjZTQyNGMtZGI3OC0xMWU5LTg5MjctZmVmY2ZlMzMwNGM0","深信服安全中心","2019/9/20 10:12:28","http://secimg.sangfor.com.cn/Fkt2Jv7DfQetcPSu1JPNRgqMLgpH"
"B007_C0002","勒索软件","高危预警：针对MySQL数据库的勒索病毒","近期，深信服安全团队追踪到国内出现了针对MySQL数据库的勒索攻击行为，截至目前已监测到的攻击行为主要体现为对数据库进行篡改与窃取。在此，深信服安全团队提醒广大用户注意防范（特别是数据库管理员），保护好核心数据资产，目前在国内已有大型企业与普通用户中招案例。","YjIxZWZmODAtZDNiMy0xMWU5LTg5MjItZmVmY2ZlMzMwNGM0","深信服安全中心","2019/9/10 18:13:55","http://secimg.sangfor.com.cn/FiSkwfyuX6GehF49LjqyRb3pbaSJ"
"B007_C0003","工具","【实用指南】中了勒索病毒怎么办？（二）","这是史上最全的勒索病毒救助手册！","OTdhYjRhNzQtZDA4My0xMWU5LWIwNTAtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/9/6 16:14:17","http://secimg.sangfor.com.cn/Fgc1X4q5_Z-Jc2OVipeJ3NATWTrP"
"B007_C0005","威胁分析","从Web蔓延到内网，BuleHero最新变种来袭","深信服防火墙监测到大量设备请求恶意域名cb.fuckingmy.life，该域名注册于今年8月，经深信服安全团队排查，确认为BuleHero木马最新变种的C&C服务器","ZWYxMTI1ZDQtZDA3Ni0xMWU5LTg3YWYtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/9/6 15:20:49","http://secimg.sangfor.com.cn/Fvh2pUDHiQrr65fT6I_Fmki9JtGV"
"B007_C0005","威胁分析","瞒天过海：某APT组织利用鱼叉邮件渗透多个行业窃取敏感数据","近日，深信服安全团队通过安全感知平台持续跟踪了一个以国内沿海电子制造业、能源行业、大型进出口企业、科研单位等为目标的APT组织，该组织通过鱼叉式钓鱼邮件，在最近的三个月里面持续对国内至少60余个目标发起针对性的攻击。","ZTE2NjNhZmUtZDA3Ny0xMWU5LWIzNjctZmVmY2ZlMzMwNGM0","深信服安全中心","2019/9/6 14:20:19","http://secimg.sangfor.com.cn/FihcKo0tCHfYcjoS-BDck5Hi6-d6"
"B007_C0003","工具","【实用指南】中了勒索病毒怎么办？（一）","这是史上最全的勒索病毒救助手册！","NjM2Mzg3YjgtZDA4My0xMWU5LWIzNjctZmVmY2ZlMzMwNGM0","深信服安全中心","2019/9/6 09:14:41","http://secimg.sangfor.com.cn/Fgc1X4q5_Z-Jc2OVipeJ3NATWTrP"
"B007_C0002","勒索软件","【紧急预警】“十二主神”勒索病毒2.0全新升级，明显针对中国大陆","近日，深信服安全团队全球独家追踪到GlobeImposter勒索病毒“十二主神”出现全新升级，我们将其命名为GlobeImposter勒索病毒“十二主神”2.0版本，截止目前国内已有多家企业遭到攻击，蒙受巨大损失！","OTdlZjhlZTItY2RmOC0xMWU5LWFiMDItZmVmY2ZlMzMwNGM0","深信服安全中心","2019/9/3 11:12:58","http://secimg.sangfor.com.cn/FkvC-_9M9BnXlnPNyzgW0IIqM3fB"
"B007_C0006","趋势分析","MITRE ATT&CK 框架在终端安全产品的落地与应用","本文将要探讨的是罕被提及的ATT&CK框架在安全产品的落地和应用，且本文认为终端安全产品是ATT&CK框架的最佳落地点。","ZDU5NjBiNDQtY2RmOS0xMWU5LWFiMDItZmVmY2ZlMzMwNGM0","深信服安全中心","2019/9/3 09:21:33","http://secimg.sangfor.com.cn/Fp5shjOpljI_K_pbmtauN5r7C8z3"
"B007_C0006","趋势分析","从赎金角度看勒索病毒演变","今天，我们不谈技术，单单从经济角度，谈一谈勒索病毒在交易过程中的演变。","MTY3NDEzM2EtY2FlZi0xMWU5LWJhNjktZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/30 10:25:58","http://secimg.sangfor.com.cn/FhjuJp7SCjWqIHu21DawL2Y0-7O_"
"B007_C0005","威胁分析","钓鱼攻击姿势老套，不明真相还是上当","近日，深信服安全团队捕获到一起高度个性化的钓鱼攻击事件，攻击者针对用户企业伪造了多份带有专业内容的攻击文档，通过邮件发送到目标邮箱，企图诱导用户打开附件中的文档。","ODYyOWQ4YTYtY2FlZC0xMWU5LTgzMWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/30 09:26:41","http://secimg.sangfor.com.cn/Fl-390QUwCJqq0qGJxtRv4_7pxrE"
"B007_C0007","挖矿木马","ClamAV+Falco，助你高效检测挖矿Docker","近日，深信服安全团队接到客户反馈，发现虚拟机的连接session数突增，很不正常，担心造成网络的拥堵，需要进行排查。","MDM0MjI5ZTgtYzU3Zi0xMWU5LWE2MDctZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/23 10:28:28","http://secimg.sangfor.com.cn/FsRGwZwQNrYDaWaIsOqr4r2E6YEK"
"B007_C0003","工具","【干货分享】远程进程shellcode注入调试技巧","在病毒分析的过程中，时常会遇到很多病毒为了躲避杀软的检测，使用进程注入的方式，将shellcode注入到系统进程中执行，本文将介绍一些在遇到shellcode注入进程时所使用的调试技巧。","NTM4MjcxOGMtYzU4MC0xMWU5LTllNmQtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/23 09:17:53","http://secimg.sangfor.com.cn/Fg9IEmEu5scjn9Br9nBQ-J5bADOB"
"B007_C0002","勒索软件","危险！EZDZ停用了你所有的安全应用程序","深信服安全团队遇到一个臭名昭著的勒索软件——.EZDZ文件扩展名Virus，它可以停用所有的安全应用程序，如防病毒程序、防火墙保护设置，带来巨大威胁。","MmNhOTEzYzYtYzMyNC0xMWU5LWIxM2QtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/20 16:27:55","http://secimg.sangfor.com.cn/FsvhOMFEbvcO30DW5RrOK-Zh3er5"
"B007_C0002","勒索软件","Sodinokibi勒索病毒运营团伙猖獗，针对国内用户大肆敛财","近日，全国多省大中型企业持续遭到勒索病毒攻击，经深信服安全团队分析排查，均为一款名为“Sodinokibi”的勒索病毒作祟。该勒索病毒家族的运营团伙近期异常活跃，针对国内众多行业发起攻击，以“先攻破一台，再覆盖全网”的手法，对用户内网主机投放勒索进行加密，受灾最严重的企业内网服务器基本瘫痪，每次遭受攻击解密所需赎金不下20万人民币。","ZGE2YjdjMGEtYmZkOC0xMWU5LTllODgtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/16 11:50:25","http://secimg.sangfor.com.cn/Fqw7t5ov9lpCPC5GnEv5l156BFsw"
"B007_C0007","挖矿木马","自解压、免杀、P2P传播，全能挖矿病毒GroksterMiner来袭","深信服安全产品监控到一个“ Lucio Dalla Discografia Completa ”的恶意文件，该恶意文件伪装成一个著名的意大利歌手唱片集合，诱惑歌迷运行，释放门罗币挖矿程序，并通过P2P网络传播，造成极大威胁。","ZWM4MzNmY2UtYmQ3OS0xMWU5LTkxY2EtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/13 11:22:22","http://secimg.sangfor.com.cn/Fq6g3kFsf8xJ0IxiZkR7KALm2UMN"
"B007_C0003","工具","Macro_Pack中的宏代码混淆方法分析","Macro_Pack是一个用于自动化混淆及生成Office文档、VB脚本、快捷方式等文件的工具，其主要用于渗透测试、demo以及社会工程学评估。macro_pack的目标是简化利用流程，反恶意软件绕过，并自动化实现从vba生成到最终Office文档生成的过程。","YzhlNjlhYWUtYmE3YS0xMWU5LTgwYzAtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/9 15:53:47","http://secimg.sangfor.com.cn/FiCzsYnQR8hXbMLYCO3jxz0OKDeL"
"B007_C0002","勒索软件","Shade活跃，中国将成为下一个受害者？","2014年底，国外安全人员首次发现Shado勒索软件，其目标主要是俄罗斯，但近期，这个历史悠久的勒索软件已经开始“光顾”俄罗斯以外的国家，这表明，开发商正在增加其受害者集的广度。","ZDBlZTEyNTQtYmE3NS0xMWU5LWI3MmQtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/9 15:48:22","http://secimg.sangfor.com.cn/FjRPmzsKblUc3wvU_Q4UYIPdietB"
"B007_C0003","工具","捆绑后门的艺术--利用CobaltStrike","CS是渗透测试中常用的一个后渗透工具，它可以快速地生成后门并通过其控制目标主机。其中，捆绑型后门是攻击者较为喜欢的一种后门，因为其具有较好的隐蔽性及免杀效果。下面，就来剖析一下该类后门的捆绑及免杀原理。","MDMyMmYwOTItYmE3YS0xMWU5LTgwYzAtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/9 15:48:01","http://secimg.sangfor.com.cn/FuBH-ZfEYN_u8yaSbg8dXruMdpSn"
"B007_C0002","勒索软件","勒索病毒新姿势：伪装SpyHunter安全软件","近日，国外安全研究人员曝光了一款伪装成安全软件SpyHunter的勒索病毒，其开发人员使用了SpyHunter的标识作为勒索软件的图标，同时将文件命名为“SpyHunters.exe”，通过钓鱼邮件附件进行传播，并在勒索文本中写道“Our company SpyHunter is guaranteed to decrypt your files.Creating and removing viruses is our vocation”。","MzYzMTgyNTYtYmE3NC0xMWU5LWE0MTUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/9 15:07:03","http://secimg.sangfor.com.cn/Fn2XD8KVEDcSjGIbM5r18g06r_7g"
"B007_C0003","工具","反混淆神器！CyberChef助你秒解混淆脚本","CyberChef是一款强大的编码转换器，地址在：https://gchq.github.io/CyberChef/，它简单易懂易上手，集成了多种编码转换的功能，如：base64加解密、hex转换、char转换、正则表达式等，能辅助大家方便快捷地解密出恶意的脚本。","NTZhY2E1Y2UtYjQ0My0xMWU5LThmMjEtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/9 14:56:09","http://secimg.sangfor.com.cn/Fv4vPk204kVP1y9icw1_5i8GEjou"
"B007_C0002","勒索软件","Sodinokibi勒索病毒利用Flash漏洞强势来袭","近日，国外安全研究人员发现Sodinokibi勒索病毒利用CVE-2018-4878漏洞进行传播，深信服安全团队第一时间捕获到了相应的样本，并进行了详细分析。","MzUzMDQ4ODQtYjQ0Mi0xMWU5LTliMjktZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/9 14:55:57","http://secimg.sangfor.com.cn/Fn2H0ncRroJK5X6_s0FcRStBAcqe"
"B007_C0002","勒索软件","狼狈为奸！Trickbot银行木马下发Ryuk勒索病毒，大型企业损失惨重","近日，深信服安全团队捕获到一起利用Trickbot下发Ryuk勒索病毒的攻击事件。Ryuk勒索病毒最早于2018年8月被安全研究人员披露，名称来源于死亡笔记中的死神。该勒索病毒运营团伙最早通过远程桌面服务等方式针对大型企业进行攻击。","MWY2YmVmMGMtYjQzZS0xMWU5LTliMjktZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/9 14:55:12","http://secimg.sangfor.com.cn/Fs4-j0nqqjpxFhqGmkBEFuGiNYFD"
"B007_C0002","勒索软件","Globelmposter勒索病毒最新变种预警：从“十二生肖”到“十二主神”，为何国内医疗行业最受伤？","近日，深信服安全团队观察到Globelmposter勒索病毒又出现最新变种，加密后缀有Ares666、Zeus666、Aphrodite666、Apollon666等，目前国内已有多家大型医院率先发现有感染案例！","MTg3OWQ3MGMtYjQzNi0xMWU5LThmMjEtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/9 14:54:17","http://secimg.sangfor.com.cn/Fi3uXFh9iD_GFU_5cPsNxj0S6pyb"
"B007_C0002","勒索软件","勒索病毒知识库——Cypren勒索病毒","勒索病毒知识库之Cypren勒索病毒。","Y2VhYmQ4MTgtYjQzMS0xMWU5LTliMjktZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/9 14:53:43","http://secimg.sangfor.com.cn/FhCXDhfdvhtRiP_DcgyrDZ86cqo3"
"B007_C0002","勒索软件","一起双网卡服务器被黑‌引发的勒索事件","在六月一个风和日丽的早上，深信服安全团队接到了客户紧急反馈，数据库突然连接不上，业务中断，怀疑遭到了黑客攻击。介入排查后发现，数据库启动失败的原因是数据库组件丢失，系统找不到指定的文件。","NGZkODNlMDQtYjQyZC0xMWU5LTliMjktZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/9 14:53:21","http://secimg.sangfor.com.cn/FhP5CFV5goDYj0q2ryo235u2R2kf"
"B007_C0002","勒索软件","新型勒索病毒Attention感染医疗与半导体行业","近日，深信服安全团队检测到一种新的勒索病毒正在活跃，攻击者针对制造行业、医疗行业等目标，通过社会工程、RDP远程爆破等方式手动投放勒索病毒，且进行加密后会人工删除勒索病毒体和入侵日志。","YTcxNmQyZDYtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/2 11:42:33","http://secimg.sangfor.com.cn/FlEjFqLp3kCfqsEuKgpi2dtlqVAd"
"B007_C0002","勒索软件","建筑行业出现集中式感染CrySiS勒索病毒，深信服率先提供解决方案","近日，深信服接到多个建筑行业客户反馈，服务器被加密勒索，经过跟踪分析，拿到了相应的样本，确认样本为CrySiS勒索病毒jack变种。截止目前，黑产团队多次通过社会工程、RDP暴力破解等方式有针对性的入侵建筑行业，提醒该行业客户提高警惕。

由于相同行业之间，往往有互通性，一定要做好有效的隔离保护措施。","YThjMmY5OTgtOTk0Yi0xMWU5LWEzNWUtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/2 11:42:14","http://secimg.sangfor.com.cn/FqMDZDemiLyP7nOITIj48dLMog0C"
"B007_C0005","威胁分析","Gozi银行木马再现，针对高新制造业、进出口企业的“鱼叉式攻击”","近日，深信服安全团队监测到针对进出口贸易企业、国内大型高新制造业的鱼叉式网络钓鱼攻击活动再次开始活跃。攻击者通过伪造政府部门邮件、企业内部邮件等方式向目标机构特定部门（如：采购部门、财务部门等）发起攻击，企图在目标主机分发银行木马，窃取机密信息。","MjM2ODNkNzgtYjRkMy0xMWU5LWJlMmEtZmVmY2ZlMzMwNGM0","深信服安全中心","2019/8/2 11:27:40","http://secimg.sangfor.com.cn/FjLXENxiEQom4ruWBqIj-teA-ZZi"
