"_id","title","desc","date","img","tags","nickname"
"212242","7月30日每日安全热点 - 加密钱包账本泄露100万封电子邮件","加密钱包账本数据泄露; 黑客窃取了100万封电子邮件和其他数据；在全球范围内识别出9,517个不安全的数据库并拥有100亿条记录。","2020/7/30 09:30:43","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"212294","OpenStack远程代码执行0day","Openstack Trove是openstack为用户提供的数据库即服务(DBaaS)。即trove既具有数据库管理的功能，又具有云计算的优势。","2020/7/30 17:00:10","https://p3.ssl.qhimg.com/t01a90aad11c0ddad63.png","漏洞预警","极光无限"
"212296","Python 3.8.5 处理异常.pyc文件造成拒绝服务","极光无限维阵专家团队在对Python最新版Python 3.8.5的分析中发现了一个空指针引用漏洞，漏洞发生在Python对.pyc文件进行处理时。","2020/7/30 17:00:02","https://p1.ssl.qhimg.com/t017957a8f7db4fda8c.jpg","漏洞预警","极光无限"
"212299","黑客贩卖数据嫌赚钱太多，在黑客论坛公开3.86亿条盗取用户信息","黑客贩卖数据嫌赚钱太多，在黑客论坛公开3.86亿条盗取用户信息；遭黑客攻击后，佳明（Garmin）发声明称系统已恢复运行","2020/7/30 17:02:37","https://p0.ssl.qhimg.com/t016da32a9fec0774a2.jpg","资讯/充电站","安全客"
"212370","7月31日每日安全热点 - 多个Tor安全问题被纰漏","多个Tor安全问题被纰漏；卡巴斯基发布的 2020 Q2 APT 趋势分析报告；Project Zero回顾了2019年被在野利用的0day。","2020/7/31 09:30:22","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"212406","CVE-2020-10713：GRUB2 本地代码执行漏洞通告","2020年07月31日， 360CERT监测发现 eclypsium 发布了 GRUB2缓冲区溢出漏洞 的风险通告，该漏洞编号为 CVE-2020-10713，漏洞等级：高危。","2020/7/31 11:45:33","https://p1.ssl.qhimg.com/t01bfac46ab91a61603.png","漏洞预警","360CERT安全通告"
"212519","8月1日每日安全热点 - Pwn20wn黑客马拉松将在线上举行","Pwn20wn 黑客马拉松将在11月线上举行；BootHole漏洞的修复将造成多个Linux发行版无法启动；IndieFlix 公司s3存储空间数据泄漏。","2020/8/1 10:00:09","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"212526","8月2日每日安全热点 - 疫情期间游戏行业网络攻击报告","疫情期间游戏行业网络攻击报告；火眼曝光老毛的攻击活动，GRU篡改目标国家新闻，影响舆论；佛罗里达17岁少年策划Twitter比特币骗局被捕。","2020/8/2 11:11:21","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"212533","8月3日每日安全热点 - FBI锁定Twitter事件背后的三名黑客","FBI锁定Twitter事件背后的三名黑客；Windows 7用户指责Microsoft Edge窃取数据；MacOS <=10.15.5 从用户到内核的本地权限提升链(CVE-2020–9854)。","2020/8/3 09:45:04","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"212554","安全事件周报（7.27-8.02）","本周收录安全事件23项，话题集中在网络攻击、勒索方面，涉及的厂商有：Microsoft、Nintendo、Garmin、Cloudflare、Wordpress等。","2020/8/3 12:30:25","https://p2.ssl.qhimg.com/t01faef46d82a88e784.png","漏洞预警","360CERT安全通告"
"212618","CVE-2020-15871：Nexus Repository Manager代码执行通告","2020年08月03日， 360CERT监测发现 Sonatype Security Team 发布了 Nexus Repository Manager 3.x 远程代码执行 的风险通告，该漏洞编号为 CVE-2020-15871，漏洞等级：严重，漏洞评分：9.6分。","2020/8/3 17:30:58","https://p1.ssl.qhimg.com/t0104a08f90e31f8ed2.png","漏洞预警","360CERT安全通告"
"212639","8月4日每日安全热点 - FBI发布警报Netwalker勒索软件正发起快速攻击","FBI发布警报:Netwalker勒索软件正在发起快速攻击；Windows x64 Syscall Tables；SonarQube API未授权下载源代码。","2020/8/4 09:45:06","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"212640","华硕路由器远程代码执行漏洞通告","2020年08月03日， 360CERT监测发现 业内安全厂商 发布了 华硕RT-AC系列路由器远程代码执行 的风险通告，漏洞等级：高危，漏洞评分：8.3分。","2020/8/4 09:30:10","https://p1.ssl.qhimg.com/t01c47a8f9ae2cd72fa.png","漏洞预警","360CERT安全通告"
"212724","推特最大黑客攻击案侦破：策划者仅17岁，本身持有超过300枚比特币","推特最大黑客攻击案侦破：策划者仅17岁，本身持有超过300枚比特币；巴基斯坦电视台遭黑客入侵，播放广告画面惊现印度国旗，配文“独立日快乐”；小伙购买黑客工具攻击多家网吧，看到别人游戏中断就兴奋","2020/8/4 17:13:24","https://p0.ssl.qhimg.com/t016da32a9fec0774a2.jpg","资讯/充电站","安全客"
"212821","8月5日每日安全热点 - UberEats数据在暗网上泄漏","UberEats数据在暗网上泄漏；黑客泄露了900多个企业VPN服务器的密码；勒索软件团伙发布了LG和Xerox数十GB的内部数据。","2020/8/5 09:30:10","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"212824","黑客通过入侵新闻网站发布虚假新闻","在过去几年里，网络上虚假信息变得越来越多，互联网媒体会在网络上为了自己的利益传播虚假信息，黑客为了展示自己的技术，在网络上到处泄露真实和虚假文件。","2020/8/6 10:20:42","https://p1.ssl.qhimg.com/t015b63d0531ee87801.png","虚假新闻","ppz"
"212990","8月6日每日安全热点 - 8000万使用量Chrome插件被发现参与广告欺诈","有8000多万用户的Chrome扩展被发现参与广告欺诈；913黑客论坛的脉冲安全VPN服务器敏感数据遭到泄露；澳大利亚2020年网络安全战略。","2020/8/6 09:45:55","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"213005","ISC 2020 第八届互联网安全大会","全球首场网络安全万人云峰会ISC 2020，将于8月5日正式启动，永不闭幕！","2020/8/6 10:09:59","https://p1.ssl.qhimg.com/t01b7e83fb5fbf34940.jpg","","安全客"
"213220","佳能遭严重勒索软件攻击，10TB的数据被窃取，大量服务宕机。","Garmin 遭勒索攻击的风波未平，近日，佳能又遭受了勒索软件攻击，攻击除了让佳能的一些网站宕机外，据说还导致佳能服务器中高达 10TB 的数据被盗。 影响到包括佳能的电子邮件、微软团队、美国网站、其他内部应用程序等众多服务。","2020/8/7 11:50:40","https://p1.ssl.qhimg.com/t016b988032dbe7b7e5.png","勒索软件/数据泄露","ppz"
"213237","8月7日每日安全热点 - 英国牙医工会遭到黑客攻击","英国牙医工会遭到黑客攻击；利用WebRTC攻击Android Messengers；Pwn2Own 中的 Xxe2Rce 漏洞详解。","2020/8/7 09:30:12","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
"213293","英特尔20GB机密数据泄漏，含有BIOS和专有技术源代码等","一名黑客公布了从英特尔窃取的 20GB 芯片机密工程数据。这些数据可能会导致多个平台的用户面临新的0day漏洞威胁。","2020/8/7 11:45:41","https://p4.ssl.qhimg.com/t0138556d9fe3631415.jpg","安全资讯","安全客"
"213418","8月8日每日安全热点 - 数百UberEats用户记录泄露","数百个Uber Eats用户记录在Dark Web上泄露；UEFI_RETool-用于UEFI固件逆向工程的工具；FestIn - 一款S3 Bucket 弱点发现工具。","2020/8/8 11:38:11","https://p2.ssl.qhimg.com/t019d1ecf3507e37ca7.png","安全热点","360CERT热点播报"
